,Date,From,To,Airline,Latitude (From),Longitude (From),Latitude (To),Longitude (To),Weekday,Mean distance (km),Mean flight time (hr),CO2 per pax (kg),#trees
3098,2021-10-08,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3099,2021-10-07,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3100,2021-10-06,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3101,2021-10-05,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3102,2021-10-04,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3103,2021-10-03,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3104,2021-10-02,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3105,2021-11-30,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3106,2021-11-29,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3107,2021-11-28,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3108,2021-11-27,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3109,2021-11-26,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3110,2021-11-25,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3111,2021-11-24,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3112,2021-11-23,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3113,2021-11-21,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3114,2021-11-20,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3115,2021-11-19,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3116,2021-11-15,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3117,2021-11-14,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3118,2021-11-13,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3119,2021-11-12,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3120,2021-11-11,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3121,2021-11-10,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3122,2021-11-08,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3123,2021-11-07,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3124,2021-11-06,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3125,2021-11-05,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3126,2021-11-02,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3127,2021-11-01,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3128,2021-10-31,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3129,2021-11-30,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3130,2021-11-29,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3131,2021-11-28,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3132,2021-11-26,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3133,2021-11-25,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3134,2021-11-24,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3135,2021-11-23,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3136,2021-11-22,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3137,2021-11-21,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3138,2021-11-20,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3139,2021-11-17,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3140,2021-11-16,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3141,2021-11-14,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3142,2021-11-13,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3143,2021-11-12,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3144,2021-11-11,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3145,2021-11-10,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3146,2021-11-09,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3147,2021-11-08,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3148,2021-11-07,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3149,2021-11-06,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3150,2021-11-05,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3151,2021-11-04,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3152,2021-11-03,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3153,2021-11-02,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3154,2021-11-01,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3155,2021-10-31,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3156,2021-10-30,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3157,2021-10-29,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3158,2021-10-27,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3159,2021-10-26,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3160,2021-10-25,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3161,2021-10-23,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3162,2021-10-21,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3163,2021-10-20,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3164,2021-10-19,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3165,2021-10-18,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3166,2021-10-16,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3167,2021-10-15,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3168,2021-10-14,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3169,2021-10-13,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3170,2021-10-12,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3171,2021-10-11,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3172,2021-10-09,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3173,2021-10-08,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3174,2021-10-07,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3175,2021-10-06,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3176,2021-10-05,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3177,2021-10-04,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3178,2021-10-02,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3179,2021-10-01,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3180,2021-11-30,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3181,2021-11-29,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3182,2021-11-28,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3183,2021-11-27,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3184,2021-11-26,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3185,2021-11-25,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3186,2021-11-24,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3187,2021-11-23,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3188,2021-11-22,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3189,2021-11-21,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3190,2021-11-20,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3191,2021-11-19,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3192,2021-11-18,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3193,2021-11-17,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3194,2021-11-15,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3195,2021-11-14,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3196,2021-11-13,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3197,2021-11-12,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3198,2021-11-11,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3199,2021-11-10,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3200,2021-11-09,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3201,2021-11-08,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3202,2021-11-07,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3203,2021-11-06,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3204,2021-11-05,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3205,2021-11-04,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3206,2021-11-03,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3207,2021-11-02,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3208,2021-11-01,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3209,2021-10-31,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3210,2021-10-30,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3211,2021-10-29,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3212,2021-10-28,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3213,2021-10-27,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3214,2021-10-26,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3215,2021-10-25,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3216,2021-10-23,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3217,2021-10-22,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3218,2021-10-21,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3219,2021-10-20,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3220,2021-10-19,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3221,2021-10-17,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3222,2021-10-16,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3223,2021-10-15,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3224,2021-10-14,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3225,2021-10-13,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3226,2021-10-12,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3227,2021-10-11,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3228,2021-10-10,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3229,2021-10-09,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3230,2021-10-08,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3231,2021-10-07,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3232,2021-10-06,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3233,2021-10-05,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3234,2021-10-04,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3235,2021-10-03,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3236,2021-10-02,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3237,2021-10-01,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3238,2021-11-29,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3239,2021-11-28,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3240,2021-11-27,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3241,2021-11-26,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3242,2021-11-25,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3243,2021-11-24,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3244,2021-11-23,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3245,2021-11-22,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Monday,398.27,1.358095238095238,28.09216680459444,1.1705069501914351
3246,2021-11-21,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3247,2021-11-20,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3248,2021-11-19,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3249,2021-11-18,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3250,2021-11-16,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Tuesday,398.27,1.339102564102564,28.09216680459444,1.1705069501914351
3251,2021-11-14,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
3252,2021-11-13,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Saturday,398.27,1.37353228962818,28.09216680459444,1.1705069501914351
3253,2021-11-12,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Friday,398.27,1.3740824992417349,28.09216680459444,1.1705069501914351
3254,2021-11-11,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Thursday,398.27,1.3457147874956095,28.09216680459444,1.1705069501914351
3255,2021-11-10,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Wednesday,398.27,1.3547350427350429,28.09216680459444,1.1705069501914351
3256,2021-11-07,Amsterdam (AMS),Paris (CDG),KLM,52.3091,4.7634,40.009724,2.547778,Sunday,398.27,1.359130565583634,28.09216680459444,1.1705069501914351
